smd_id,lon,lat,smd_name,map_color_id,number_of_candidates,map_display_box
smd_2022_7B05,-76.96268483,38.85726324,7B05,3,1,"<b><a href=""map_2022/ancs/districts/7B05.html"">District 7B05</a></b><br/>Candidates: <a href=""people/DonnaRobinson.html"">Donna Robinson</a>"
smd_2022_7B06,-76.95408914,38.86083394,7B06,4,1,"<b><a href=""map_2022/ancs/districts/7B06.html"">District 7B06</a></b><br/>Candidates: <a href=""people/KelvinBrown.html"">Kelvin Brown</a>"
smd_2022_7B07,-76.9522361,38.87012434,7B07,5,0,"<b><a href=""map_2022/ancs/districts/7B07.html"">District 7B07</a></b><br/>Candidates: (no known candidates)"
smd_2022_7B08,-76.94207269,38.87229417,7B08,9,0,"<b><a href=""map_2022/ancs/districts/7B08.html"">District 7B08</a></b><br/>Candidates: (no known candidates)"
smd_2022_7B09,-76.96069569,38.88528874,7B09,1,2,"<b><a href=""map_2022/ancs/districts/7B09.html"">District 7B09</a></b><br/>Candidates: <a href=""people/RacquelCodling.html"">Racquel Codling</a>, <a href=""people/MichelleHammond.html"">Michelle Hammond</a>, <a href=""people/PaulineBScott.html"">Pauline B. Scott</a>"
smd_2022_7C01,-76.92945548,38.90009705,7C01,2,1,"<b><a href=""map_2022/ancs/districts/7C01.html"">District 7C01</a></b><br/>Candidates: <a href=""people/BrianAGlover.html"">Brian A. Glover</a>"
smd_2022_7C02,-76.92287421,38.89241082,7C02,7,1,"<b><a href=""map_2022/ancs/districts/7C02.html"">District 7C02</a></b><br/>Candidates: <a href=""people/PatriciaWilliams7C.html"">Patricia Williams (7C)</a>"
smd_2022_7C03,-76.92896426,38.89418795,7C03,8,0,"<b><a href=""map_2022/ancs/districts/7C03.html"">District 7C03</a></b><br/>Candidates: (no known candidates)"
smd_2022_7C04,-76.93245756,38.90251881,7C04,9,2,"<b><a href=""map_2022/ancs/districts/7C04.html"">District 7C04</a></b><br/>Candidates: <a href=""people/AnthonyLorenzoGreen.html"">Anthony Lorenzo Green</a>, <a href=""people/JulieLevy.html"">Julie Levy</a>"
smd_2022_7C05,-76.91552192,38.89415825,7C05,10,2,"<b><a href=""map_2022/ancs/districts/7C05.html"">District 7C05</a></b><br/>Candidates: <a href=""people/MalikMLloyd.html"">Malik M. Lloyd</a>, <a href=""people/MaryLGaffney.html"">Mary L. Gaffney</a>, <a href=""people/ShirleyABoykins.html"">Shirley A. Boykins</a>"
smd_2022_7C06,-76.92278118,38.89956497,7C06,11,1,"<b><a href=""map_2022/ancs/districts/7C06.html"">District 7C06</a></b><br/>Candidates: <a href=""people/PatriciaStamper.html"">Patricia Stamper</a>"
smd_2022_7C07,-76.93405552,38.906459399999996,7C07,12,2,"<b><a href=""map_2022/ancs/districts/7C07.html"">District 7C07</a></b><br/>Candidates: <a href=""people/DorothyDouglas.html"">Dorothy Douglas</a>, <a href=""people/AntawanHolmes.html"">Antawan Holmes</a>"
smd_2022_7C08,-76.91994137,38.88773128,7C08,2,2,"<b><a href=""map_2022/ancs/districts/7C08.html"">District 7C08</a></b><br/>Candidates: <a href=""people/KimberlyMartin.html"">Kimberly Martin</a>, <a href=""people/DavidFord.html"">David Ford</a>"
smd_2022_7C09,-76.93472418,38.89798149,7C09,11,2,"<b><a href=""map_2022/ancs/districts/7C09.html"">District 7C09</a></b><br/>Candidates: <a href=""people/CarrieNBrown.html"">Carrie N. Brown</a>, <a href=""people/VenolaMRolle.html"">Venola M. Rolle</a>"
smd_2022_7D01,-76.9450879,38.91037291,7D01,3,1,"<b><a href=""map_2022/ancs/districts/7D01.html"">District 7D01</a></b><br/>Candidates: <a href=""people/SiraajMHasan.html"">Siraaj M. Hasan</a>"
smd_2022_7D02,-76.94943251,38.90451118,7D02,11,0,"<b><a href=""map_2022/ancs/districts/7D02.html"">District 7D02</a></b><br/>Candidates: (no known candidates)"
smd_2022_7D03,-76.95436623,38.90068059,7D03,9,0,"<b><a href=""map_2022/ancs/districts/7D03.html"">District 7D03</a></b><br/>Candidates: (no known candidates)"
smd_2022_7D04,-76.95904149,38.89345253,7D04,4,1,"<b><a href=""map_2022/ancs/districts/7D04.html"">District 7D04</a></b><br/>Candidates: <a href=""people/MiltonHardy.html"">Milton Hardy</a>"
smd_2022_7D05,-76.97044401,38.89349193,7D05,1,1,"<b><a href=""map_2022/ancs/districts/7D05.html"">District 7D05</a></b><br/>Candidates: <a href=""people/EbonyPayne.html"">Ebony Payne</a>"
smd_2022_7D06,-76.98164403,38.89812766,7D06,3,1,"<b><a href=""map_2022/ancs/districts/7D06.html"">District 7D06</a></b><br/>Candidates: <a href=""people/MarcFriend.html"">Marc Friend</a>"
smd_2022_7D07,-76.98063141,38.89512739,7D07,5,1,"<b><a href=""map_2022/ancs/districts/7D07.html"">District 7D07</a></b><br/>Candidates: <a href=""people/BrianVoorhees.html"">Brian Voorhees</a>"
smd_2022_7D08,-76.97900943,38.89151413,7D08,4,1,"<b><a href=""map_2022/ancs/districts/7D08.html"">District 7D08</a></b><br/>Candidates: <a href=""people/BrianAlcorn.html"">Brian Alcorn</a>"
smd_2022_7D09,-76.98038175,38.88749995,7D09,2,2,"<b><a href=""map_2022/ancs/districts/7D09.html"">District 7D09</a></b><br/>Candidates: <a href=""people/AshleySchapitl.html"">Ashley Schapitl</a>, <a href=""people/ShaneSeger.html"">Shane Seger</a>"
smd_2022_7D10,-76.98107864,38.8839865,7D10,5,1,"<b><a href=""map_2022/ancs/districts/7D10.html"">District 7D10</a></b><br/>Candidates: <a href=""people/AlisonHorn.html"">Alison Horn</a>"
smd_2022_7E01,-76.94108195,38.87862765,7E01,10,0,"<b><a href=""map_2022/ancs/districts/7E01.html"">District 7E01</a></b><br/>Candidates: (no known candidates)"
smd_2022_7E02,-76.93425309999998,38.87743709,7E02,8,0,"<b><a href=""map_2022/ancs/districts/7E02.html"">District 7E02</a></b><br/>Candidates: (no known candidates)"
smd_2022_7E03,-76.9278974,38.88081735,7E03,10,1,"<b><a href=""map_2022/ancs/districts/7E03.html"">District 7E03</a></b><br/>Candidates: <a href=""people/BeverlyFSmith.html"">Beverly F. Smith</a>"
smd_2022_7E04,-76.93323532,38.88512918,7E04,11,1,"<b><a href=""map_2022/ancs/districts/7E04.html"">District 7E04</a></b><br/>Candidates: <a href=""people/NatashaDupee.html"">Natasha Dupee</a>"
smd_2022_7E05,-76.93002962,38.88647744,7E05,12,0,"<b><a href=""map_2022/ancs/districts/7E05.html"">District 7E05</a></b><br/>Candidates: (no known candidates)"
smd_2022_7E06,-76.9243157,38.88515151,7E06,1,1,"<b><a href=""map_2022/ancs/districts/7E06.html"">District 7E06</a></b><br/>Candidates: <a href=""people/DeliaHouseal.html"">Delia Houseal</a>"
smd_2022_7E07,-76.93739041,38.88499416,7E07,12,0,"<b><a href=""map_2022/ancs/districts/7E07.html"">District 7E07</a></b><br/>Candidates: (no known candidates)"
smd_2022_7F01,-76.94782572,38.89522737,7F01,3,1,"<b><a href=""map_2022/ancs/districts/7F01.html"">District 7F01</a></b><br/>Candidates: <a href=""people/TyrellMHolcomb.html"">Tyrell M. Holcomb</a>"
smd_2022_7F02,-76.94944689,38.89121843,7F02,6,2,"<b><a href=""map_2022/ancs/districts/7F02.html"">District 7F02</a></b><br/>Candidates: <a href=""people/AshleyRRuff.html"">Ashley R. Ruff</a>, <a href=""people/ObbieEnglishIII.html"">Obbie English III</a>, <a href=""people/ZewdiAlem.html"">Zewdi Alem</a>"
smd_2022_7F03,-76.9409917,38.89239741,7F03,8,1,"<b><a href=""map_2022/ancs/districts/7F03.html"">District 7F03</a></b><br/>Candidates: <a href=""people/KimoryKSOOrendoff.html"">Kimory KSO Orendoff</a>"
smd_2022_7F04,-76.93662253,38.89350574,7F04,6,0,"<b><a href=""map_2022/ancs/districts/7F04.html"">District 7F04</a></b><br/>Candidates: (no known candidates)"
smd_2022_7F05,-76.94435982,38.88578191,7F05,4,1,"<b><a href=""map_2022/ancs/districts/7F05.html"">District 7F05</a></b><br/>Candidates: <a href=""people/BrittanyNHughes.html"">Brittany N. Hughes</a>"
smd_2022_7F06,-76.95202771,38.88298092,7F06,6,0,"<b><a href=""map_2022/ancs/districts/7F06.html"">District 7F06</a></b><br/>Candidates: (no known candidates)"
smd_2022_7F07,-76.96854347,38.88689447,7F07,9,2,"<b><a href=""map_2022/ancs/districts/7F07.html"">District 7F07</a></b><br/>Candidates: <a href=""people/DevonMyers.html"">Devon Myers</a>, <a href=""people/ShirleyThompsonWright.html"">Shirley Thompson-Wright</a>, <a href=""people/BeatriceBebeEvans.html"">Beatrice (Bebe) Evans</a>"
smd_2022_7F08,-76.97254769,38.88299862,7F08,12,0,"<b><a href=""map_2022/ancs/districts/7F08.html"">District 7F08</a></b><br/>Candidates: (no known candidates)"
smd_2022_8A01,-76.97771567,38.87174911,8A01,5,1,"<b><a href=""map_2022/ancs/districts/8A01.html"">District 8A01</a></b><br/>Candidates: <a href=""people/TonyaMsTonyaCrawford.html"">Tonya ""Ms. Tonya"" Crawford</a>"
smd_2022_8A02,-76.98382149999998,38.87055282,8A02,7,2,"<b><a href=""map_2022/ancs/districts/8A02.html"">District 8A02</a></b><br/>Candidates: <a href=""people/BarbaraJClark.html"">Barbara J. Clark</a>, <a href=""people/MohamedKAzab.html"">Mohamed K. Azab</a>, <a href=""people/ElizabethCarter.html"">Elizabeth Carter</a>"
smd_2022_8A03,-76.97487787,38.86917828,8A03,6,2,"<b><a href=""map_2022/ancs/districts/8A03.html"">District 8A03</a></b><br/>Candidates: <a href=""people/HollyMuhammad.html"">Holly Muhammad</a>, <a href=""people/BobbySllimWilliams.html"">Bobby ""Slli'm"" Williams</a>"
smd_2022_8A04,-76.97952928,38.86051991,8A04,1,2,"<b><a href=""map_2022/ancs/districts/8A04.html"">District 8A04</a></b><br/>Candidates: <a href=""people/LaneiceMoore.html"">Laneice Moore</a>, <a href=""people/MosesSmith.html"">Moses Smith</a>"
smd_2022_8A05,-76.98392256,38.86357545,8A05,2,1,"<b><a href=""map_2022/ancs/districts/8A05.html"">District 8A05</a></b><br/>Candidates: <a href=""people/JamilaWhite.html"">Jamila White</a>"
smd_2022_8A06,-76.99451661,38.8650086,8A06,3,1,"<b><a href=""map_2022/ancs/districts/8A06.html"">District 8A06</a></b><br/>Candidates: <a href=""people/RobinMcKinney.html"">Robin McKinney</a>"
smd_2022_8A07,-76.97252066,38.86524226,8A07,3,0,"<b><a href=""map_2022/ancs/districts/8A07.html"">District 8A07</a></b><br/>Candidates: (no known candidates)"
smd_2022_8B01,-76.97285358,38.85823704,8B01,2,2,"<b><a href=""map_2022/ancs/districts/8B01.html"">District 8B01</a></b><br/>Candidates: <a href=""people/TakemaKeyes.html"">Takema Keyes</a>, <a href=""people/KhadijahWatson.html"">Khadijah Watson</a>"
smd_2022_8B02,-76.9684918,38.85623499,8B02,6,1,"<b><a href=""map_2022/ancs/districts/8B02.html"">District 8B02</a></b><br/>Candidates: <a href=""people/PaulTrantham.html"">Paul Trantham</a>"
smd_2022_8B03,-76.97424152,38.85425735,8B03,7,0,"<b><a href=""map_2022/ancs/districts/8B03.html"">District 8B03</a></b><br/>Candidates: (no known candidates)"
smd_2022_8B04,-76.98885622,38.85494271,8B04,8,2,"<b><a href=""map_2022/ancs/districts/8B04.html"">District 8B04</a></b><br/>Candidates: <a href=""people/KimberlyLittle.html"">Kimberly Little</a>, <a href=""people/KevinBColeman.html"">Kevin B. Coleman</a>"
smd_2022_8B05,-76.96406549,38.85192773,8B05,5,1,"<b><a href=""map_2022/ancs/districts/8B05.html"">District 8B05</a></b><br/>Candidates: <a href=""people/JosephBJohnson.html"">Joseph B. Johnson</a>"
smd_2022_8B06,-76.98535504,38.85728107,8B06,4,2,"<b><a href=""map_2022/ancs/districts/8B06.html"">District 8B06</a></b><br/>Candidates: <a href=""people/AlyceKMcFarland.html"">Alyce K. McFarland</a>, <a href=""people/GeorgeReid.html"">George Reid</a>"
smd_2022_8B07,-76.99026001,38.856885399999996,8B07,5,0,"<b><a href=""map_2022/ancs/districts/8B07.html"">District 8B07</a></b><br/>Candidates: (no known candidates)"
smd_2022_8C01,-77.00614902,38.85680386,8C01,12,2,"<b><a href=""map_2022/ancs/districts/8C01.html"">District 8C01</a></b><br/>Candidates: <a href=""people/GeorgetteJoyJohnson.html"">Georgette Joy Johnson</a>, <a href=""people/VictoriaAkinseye.html"">Victoria Akinseye</a>"
smd_2022_8C02,-77.00164122,38.84667946,8C02,9,2,"<b><a href=""map_2022/ancs/districts/8C02.html"">District 8C02</a></b><br/>Candidates: <a href=""people/JoyceMDoyle.html"">Joyce M. Doyle</a>, <a href=""people/KwasiSeitu.html"">Kwasi Seitu</a>, <a href=""people/MyeashaMyTySmith.html"">Myeasha ""My Ty"" Smith</a>"
smd_2022_8C03,-76.99039252,38.84891667,8C03,4,2,"<b><a href=""map_2022/ancs/districts/8C03.html"">District 8C03</a></b><br/>Candidates: <a href=""people/RufaroJenkins.html"">Rufaro Jenkins</a>, <a href=""people/DaschaCleckley.html"">Dascha Cleckley</a>"
smd_2022_8C04,-77.00243686,38.84144177,8C04,5,2,"<b><a href=""map_2022/ancs/districts/8C04.html"">District 8C04</a></b><br/>Candidates: <a href=""people/LenwoodLennyJohnson.html"">Lenwood ""Lenny"" Johnson</a>, <a href=""people/EricaGoGreen.html"">Erica ""Go"" Green</a>"
smd_2022_8C05,-76.97806685,38.85018461,8C05,3,2,"<b><a href=""map_2022/ancs/districts/8C05.html"">District 8C05</a></b><br/>Candidates: <a href=""people/AnthonyMuhammad.html"">Anthony Muhammad</a>, <a href=""people/AllysonCarpenter.html"">Allyson Carpenter</a>, <a href=""people/CherylMoore.html"">Cheryl Moore</a>"
smd_2022_8C06,-76.98895817,38.84262722,8C06,8,2,"<b><a href=""map_2022/ancs/districts/8C06.html"">District 8C06</a></b><br/>Candidates: <a href=""people/RobbieTheAdvocateWoodland.html"">Robbie ""The Advocate"" Woodland</a>, <a href=""people/BettyMurray.html"">Betty Murray</a>, <a href=""people/MarkusBatchelor.html"">Markus Batchelor</a>"
smd_2022_8C07,-76.99607536,38.83920341,8C07,10,1,"<b><a href=""map_2022/ancs/districts/8C07.html"">District 8C07</a></b><br/>Candidates: <a href=""people/SalimAdofo.html"">Salim Adofo</a>"
smd_2022_8C08,-76.98081072,38.84851107,8C08,2,2,"<b><a href=""map_2022/ancs/districts/8C08.html"">District 8C08</a></b><br/>Candidates: <a href=""people/AmandaBeale.html"">Amanda Beale</a>, <a href=""people/JacobCBrown.html"">Jacob C. Brown</a>"
smd_2022_8D01,-77.00936976,38.83410336,8D01,2,0,"<b><a href=""map_2022/ancs/districts/8D01.html"">District 8D01</a></b><br/>Candidates: (no known candidates)"
smd_2022_8D02,-77.02001444,38.84385204,8D02,4,0,"<b><a href=""map_2022/ancs/districts/8D02.html"">District 8D02</a></b><br/>Candidates: (no known candidates)"
smd_2022_8D03,-77.00336437,38.82722542,8D03,9,0,"<b><a href=""map_2022/ancs/districts/8D03.html"">District 8D03</a></b><br/>Candidates: (no known candidates)"
smd_2022_8D04,-77.02508483,38.81137699,8D04,10,0,"<b><a href=""map_2022/ancs/districts/8D04.html"">District 8D04</a></b><br/>Candidates: (no known candidates)"
smd_2022_8D05,-77.00984745,38.82277676,8D05,11,2,"<b><a href=""map_2022/ancs/districts/8D05.html"">District 8D05</a></b><br/>Candidates: <a href=""people/TravonWard8Hawkins.html"">Travon ""Ward 8"" Hawkins</a>, <a href=""people/MoniqueTDiop.html"">Monique T. Diop</a>"
smd_2022_8D06,-77.00892015,38.82696571,8D06,12,2,"<b><a href=""map_2022/ancs/districts/8D06.html"">District 8D06</a></b><br/>Candidates: <a href=""people/WendyHopeDealerHamilton.html"">Wendy ""Hope Dealer"" Hamilton</a>, <a href=""people/MariaJohnson.html"">Maria Johnson</a>"
smd_2022_8D07,-77.02921519,38.8308604,8D07,1,0,"<b><a href=""map_2022/ancs/districts/8D07.html"">District 8D07</a></b><br/>Candidates: (no known candidates)"
smd_2022_8D08,-77.00327911,38.83449546,8D08,3,2,"<b><a href=""map_2022/ancs/districts/8D08.html"">District 8D08</a></b><br/>Candidates: <a href=""people/MelodyMoore.html"">Melody Moore</a>, <a href=""people/DelorisWalker.html"">Deloris Walker</a>, <a href=""people/LakiahWilliams.html"">Lakiah Williams</a>"
smd_2022_8E01,-76.97191012,38.84603769,8E01,10,2,"<b><a href=""map_2022/ancs/districts/8E01.html"">District 8E01</a></b><br/>Candidates: <a href=""people/LaceyCleckley.html"">Lacey Cleckley</a>, <a href=""people/DeborahWells.html"">Deborah Wells</a>"
smd_2022_8E02,-76.97324484,38.84783767,8E02,4,1,"<b><a href=""map_2022/ancs/districts/8E02.html"">District 8E02</a></b><br/>Candidates: <a href=""people/LaQuedaTate.html"">LaQueda Tate</a>"
smd_2022_8E03,-76.98073697,38.84412643,8E03,11,2,"<b><a href=""map_2022/ancs/districts/8E03.html"">District 8E03</a></b><br/>Candidates: <a href=""people/ShekitaKiKiMcBroom.html"">Shekita ""Ki-Ki"" McBroom</a>, <a href=""people/KellyMikelWilliams.html"">Kelly Mikel Williams</a>"
smd_2022_8E04,-76.98821745,38.83905707,8E04,5,2,"<b><a href=""map_2022/ancs/districts/8E04.html"">District 8E04</a></b><br/>Candidates: <a href=""people/ShaquanLivingProofHudson.html"">Shaquan ""Living Proof"" Hudson</a>, <a href=""people/VeronicaAdams.html"">Veronica Adams</a>, <a href=""people/ShaquanHudson.html"">Shaquan Hudson</a>, <a href=""people/KendallSimmons.html"">Kendall Simmons</a>"
smd_2022_8E05,-76.98288969,38.83823747,8E05,2,1,"<b><a href=""map_2022/ancs/districts/8E05.html"">District 8E05</a></b><br/>Candidates: <a href=""people/DuaneAMoody.html"">Duane A. Moody</a>"
smd_2022_8E06,-76.99796352,38.83338223,8E06,1,2,"<b><a href=""map_2022/ancs/districts/8E06.html"">District 8E06</a></b><br/>Candidates: <a href=""people/KarleneKArmstead.html"">Karlene ""K"" Armstead</a>, <a href=""people/DoloresMiracleBryant.html"">Dolores ""Miracle"" Bryant</a>"
smd_2022_8E07,-76.99732698,38.830028399999996,8E07,11,0,"<b><a href=""map_2022/ancs/districts/8E07.html"">District 8E07</a></b><br/>Candidates: (no known candidates)"
smd_2022_8E08,-76.99362682,38.82873761,8E08,4,1,"<b><a href=""map_2022/ancs/districts/8E08.html"">District 8E08</a></b><br/>Candidates: <a href=""people/RowenaJoyceScott.html"">Rowena ""Joyce"" Scott</a>"
smd_2022_8E09,-76.9997342,38.82519348,8E09,12,0,"<b><a href=""map_2022/ancs/districts/8E09.html"">District 8E09</a></b><br/>Candidates: (no known candidates)"
smd_2022_8F01,-76.99579807,38.87419499,6/8F01,6,1,"<b><a href=""map_2022/ancs/districts/8F01.html"">District 6/8F01</a></b><br/>Candidates: <a href=""people/NicWilson.html"">Nic Wilson</a>"
smd_2022_8F02,-77.00431713,38.8727755,6/8F02,10,2,"<b><a href=""map_2022/ancs/districts/8F02.html"">District 6/8F02</a></b><br/>Candidates: <a href=""people/EricSBlaylock.html"">Eric S. Blaylock</a>, <a href=""people/RickMurphree.html"">Rick Murphree</a>"
smd_2022_8F03,-77.00359142,38.87851338,6/8F03,8,2,"<b><a href=""map_2022/ancs/districts/8F03.html"">District 6/8F03</a></b><br/>Candidates: <a href=""people/AndrewMcCarthyClark.html"">Andrew McCarthy-Clark</a>, <a href=""people/BrianStrege.html"">Brian Strege</a>"
smd_2022_8F04,-77.00768828,38.87788291,6/8F04,4,2,"<b><a href=""map_2022/ancs/districts/8F04.html"">District 6/8F04</a></b><br/>Candidates: <a href=""people/ClaytonAristotleRosenberg.html"">Clayton Aristotle Rosenberg</a>, <a href=""people/EdDaniels.html"">Edward Daniels</a>, <a href=""people/MakeeyaHazelton.html"">Makeeya Hazelton</a>, <a href=""people/JesseKamzol.html"">Jesse Kamzol</a>"
smd_2022_8F05,-77.00717382,38.88004194,6/8F05,7,0,"<b><a href=""map_2022/ancs/districts/8F05.html"">District 6/8F05</a></b><br/>Candidates: (no known candidates)"
